,Statement,Emotion
26044,"Okay, okay. Umm, well ah, maybe he, maybe he feels awkward because you are my boss.",neutral
26045," You are right , Mary's father is responsible for the entire wedding-arrangement , costs , etc . I think he must spend much money . ",joy
26046,"Nope. Op, wait! There he goes.",neutral
26047," Congratulations , guy . ",joy
26048,You should! How is she?,surprise
26049, Thank you . ,joy
26050,what a nice garden ! Look at these tulips ! ,joy
26051,"It’s a good thing I didn’t do it, because it sounds like it would’ve been a very expensive wedding.  Okay, good night",neutral
26052,Y'know what? You're right Phoebe. You're right. Thank you!,joy
26053, Wow ! This was a lot easier than I thought ! ,joy
26054, Come on . I'll introduce you two . ,joy
26055,"Rach, are you really gonna let him do this?",surprise
26056, Really ? Are you sure ? ,surprise
26057,"Come on, I'll only use my left hand, huh?",anger
26058,You're kidding.,surprise
26059," He is tall and slim , fair-haired . ",joy
26060, You ’ re right . I usually end up staring at my computer or checking my email instead of doing my work for class . ,joy
26061," Since last time we've climbed the mountain , we haven't gone out for a long time . ",joy
26062,Did I turn the fish?,neutral
26063, Let's hope this stroke of good luck lasts . I hope we are over our financial difficulties for good . ,joy
26064, That ’ s so unfair ! ,anger
26065,"Yeah, sure Mr. Zelner, for you anything—minute. Okay. Fine.  Abort the plan, abort the plan.",neutral
26066, What a thrilling trip ! ,fear
26067,Phoebe! Don't put ideas in his head!,anger
26068,"Okay, my trainer, Ho Chi, is teaching me a combination of Gee Koon Doe and Brazilian street fighting, I’ve even had my own octagon training ring designed.",neutral
26069, That would be a great choice ! ,joy
26070,"No, there are great pictures of you standing next to a guy who’s going like this",neutral
26071, Great minds think alike . ,joy
26072,Where are you Leslie?,fear
26073,"Oh come on guys, it’s not like I moved to Europe! I just moved across the hall! And",joy
26074, Great . You can move in next Monday . Your first month's rent is due then . ,joy
26075, Not bad . Everything goes well . ,joy
26076, A really dreadful accident and many people were killed . ,sadness
26077,Dude! What are yo—you trying to kill me?!,neutral
26078, I wear size 32 . This one looks nice . Where may I try it on ? ,joy
26079,Me! On my computer.,joy
26080,"Yeah, that's it?",surprise
26081," Kind of , so I made scrambled and soft boiled eggs , some french toast and buttermilk pancakes ! ",joy
26082, Are you kidding ? Don't you see many people over there ? Just on your right . ,surprise
26083," Oh , how wonderful ! ",joy
26084," I think it will be very useful in many ways . Beside , shanghai is an important trade center , not only in China , but also in the world , English is useful in almost all walks of life . ",joy
26085, Thank you . See you tomorrow . ,joy
26086, I want you to have a walk with me . ,joy
26087, She keeps spitting on the ground . ,disgust
26088," OK , sir . We are looking forward to your arrival . ",joy
26089,Especially you  with that!,disgust
26090, really ? what is it ? ,surprise
26091,How are you?,neutral
26092," They are good , but i still need a few more . ",joy
26093, Very good . I ’ ll take it . ,joy
26094, That ’ s great ! I ’ m glad to hear that Pear has finally jumped on the bandwagon . Right now our contract is for the five megapixel cameras . Is Pear still interested in having those ? ,joy
26095, That's convenient . ,joy
26096," Yeah . I was so happy , because my favorite singer , Ricky Martin won ' Best Latin Pop Performance ' . ",joy
26097, Now I know that something bad is up ! ,fear
26098,I mean what’s more important?,neutral
26099, All of the extra information that you need is on the bulletin board in the hallway . See you on Monday ! ,joy
26100,You know that girl I told you about who lives up in Poughkeepsie?,neutral
26101,"The summers are so great here ! Not hot at all . I love the cooling breezes , the clear air , all the greenery . ",joy
26102, Don't be silly . It's no trouble at all . ,joy
26103," I like hot food , especially Sichuan cuisine . ",joy
26104,"""Ooo,"" what?",surprise
26105,Really?,surprise
26106, Thank you for repairing it . ,joy
26107, maybe ... I'll think about it . ,joy
26108,"Yes, if it really doesn’t mean anything, because you know that I’m just not ready",neutral
26109, May I ask you for a dance ? ,joy
26110," You know , maybe we could take a survey to see how that works for everyone . ",joy
26111, I'm very busy these days . It seems I can never finish my work . ,sadness
26112,Back on in 30 seconds people!,neutral
26113," Today , I'm told I failed three courses . ",sadness
26114,Then all the lying and the secrets would finally be over!,joy
26115,"Whew! Stood up to fast, got a little head rush.",surprise
26116, Really ? ,surprise
26117, Www ! That weirdo ? ! He really gives me the creeps ! ,disgust
26118,"Oh well, hey, Joey’s loveable too! But the thing about Joey is, if you need him, he’ll be there.",neutral
26119,"Hi, Joey. Well well, look what you brought. Very nice.",joy
26120," There , ... we're about done . ",joy
26121, I ’ m not kidding . ,anger
26122,Really.,neutral
26123, I'm so pleased that you can go . ,joy
26124,Are you kidding me?!,anger
26125," No problem . Just give us a few minutes more to pull them up , though . We don ’ t get that many English singers ! ",joy
26126,You need to y’know make sure I don’t have any horrible scars or tattoos.,neutral
26127, I'll go take a look . Thanks for your help . ,joy
26128,"Hold on, y’know I",neutral
26129,I've never loved anybody as much as I love you.,joy
26130, You know in China we usually don't open presents until the guests leave . ,joy
26131," I think that's the idea I was looking for . Thanks , man . ",joy
26132,"Uh actually, I think I'm gonna skip it.",sadness
26133,"Good luck, babe.",joy
26134,"No! No, fear of the number 13.",neutral
26135," This one is of my wife and me on the beach , and this one is our daughter Emily standing next to my wife . ",joy
26136,"Yeah, sweetie.",neutral
26137,"Damnit, damnit, damnit, damnit.",anger
26138,"Okay. Then I guess it’s just, wait here then.   Hi. I need one fake ticket to Yemen.",neutral
26139,What-what was it you were gonna tell us?,neutral
26140, I liked it . I thought it was great . ,joy
26141," If that happens , maybe you could marry my brother and we could become in-laws ! ",joy
26142, The food there is wonderful . ,joy
26143, you're welcome . ,joy
26144, This city is really comfortable to living . ,joy
26145, But you know I've been working very hard . And I have a family to support . ,sadness
26146,"Oh, would you look at that Monica?",joy
26147, Oh no ! That ’ s terrible ! ,surprise
26148, Thank you . ,joy
26149, Very romantic . ,joy
26150," Yes , you have many opportunities to grow in this company as long as you do well . ",joy
26151," Linda , I wanted to tell you how much I enjoyed our time together last Friday night . ",joy
26152,"Oh we did, and you still have all your lamps.",neutral
26153, I saw her dating with her ex-boyfriend again . ,sadness
26154,This isn’t right.,neutral
26155," Oh , Thank you . I'm looking for the train station . ",joy
26156,"Ohh, great, I have condom in my wallet I've had since I was twelve.",neutral
26157, With pleasure . I suppose you dance often . ,joy
26158,"Oh, thank you!   What’s going on?",joy
26159, I ’ m sure he will be . ,joy
26160," Wow ! Bali Islands have some of the best beaches in the world , don't they ? ",joy
26161,"All right. Chandler, you can either spin the wheel or pick a Google card.",neutral
26162,I'm not fine. Here she comes.,fear
26163,"Ok, ok, now what is wrong with my",anger
26164," Here are all kinds of jades . Choose whatever you like , please . ",joy
26165,I'd like to propose a toast.,joy
26166,"He’s a patient of mine, I’ve been treating him for years!",neutral
26167," Yes , I think the reason is that there is a big lake , and many trees in the Resort . ",joy
26168," I said , This is Pauline's mother . Please don ’ t telephone my daughter again ! ",disgust
26169,"I will be! Listen, I don’t want you teaching my son that stuff anymore. Okay?",anger
26170, Congratulations . How is your wife doing ? ,joy
26171," It looks more like a toy , or a cool briefcase ! ",joy
26172, Goodbye and see you tonight . Miss Rose . ,joy
26173," That's for sure . You know , it's really amazing to be in the best concert hall , listening to the performance by the best orchestra . I had the greatest time ever . ",joy
26174,Ohh—Do you think he will?!,surprise
26175, Good-bye . See you again sometime . ,joy
26176,Who?,neutral
26177,For my last birthday you gave me a,neutral
26178, You ’ Ve been wasting your time on this ? I can ’ t believe it ! It doesn ’ t even look fun or challenging ! ,surprise
26179, Look behind us at the mountains ! They're reflecting pink ! ,joy
26180,That was a test!,fear
26181, Thank you for your interview with me . ,joy
26182, my pleasure ! This tea towel ’ s a little ragged . Do you have another one ? ,joy
26183,This game makes no sense!,anger
26184,No-No! You need your sleep. Night-night! Shh!,anger
26185, So far I have more than 500 collections . ,joy
26186, Thanks a lot . ,joy
